,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,sentiment
0,1497708588990705676,1497708588990705676,2022-02-26 23:02:08 GMT Standard Time,2022-02-26,23:02:08,0,1307851249568550912,tradewr,TradeWR #ETH #1K,,en,[],[],[],0,0,0,"['aave', 'binance', 'trade', 'signals', 'long']",['aave'],https://twitter.com/TradeWR/status/1497708588990705676,FALSE,,0,,,,,,,,[],,,,,⚡⚡ #AAVE/USDT ⚡⚡  Signal Type:LONG Algorithm:IndiaL Entry : 135.85 Take-Profit: 136.529 Stop: 134.464  $AAVE #Binance #Trade #Signals #LONG,0
1,1497708463207682048,1497708463207682048,2022-02-26 23:01:38 GMT Standard Time,2022-02-26,23:01:38,0,1009357757219266560,mbrae3,MBrae,,in,[],[],[],0,0,0,"['defi', 'link', 'uni', 'aave', 'snx', 'comp', 'sushi', 'yfi', 'defi', 'analysis']",[],https://twitter.com/MBrae3/status/1497708463207682048,FALSE,,0,,,,,,,,[],,,,,#DeFi changes 1 hr📈  #LINK -0.74 %; RSI 14: 59.69 #UNI -1.19 %; RSI 14: 47.78 #AAVE -1.73 %; RSI 14: 46.89 #SNX -1.27 %; RSI 14: 40.24 #COMP -1.26 %; RSI 14: 49.68 #SUSHI -0.91 %; RSI 14: 46.91 #YFI -1.74 %; RSI 14: 62.02 #defi #analysis,0
2,1497704093757943810,1497704093757943810,2022-02-26 22:44:16 GMT Standard Time,2022-02-26,22:44:16,0,1408890653887586306,crypto_whispers,Crypto Whispers,,en,[],['https://ambcrypto.com/with-the-domination-of-13-whales-is-aave-a-risky-investment-right-now/'],[],0,0,0,"['cryptonews', 'aave']",['aave'],https://twitter.com/crypto_whispers/status/1497704093757943810,FALSE,,0,,,,,,,,[],,,,,"With the domination of 13 whales, Is $AAVE a risky investment right now    #cryptonews #AAVE    https://t.co/ZIJ5H6Fptw",-1
3,1497703606430011393,1497703606430011393,2022-02-26 22:42:20 GMT Standard Time,2022-02-26,22:42:20,0,1393955132761645060,thinkmoonio,thinkmoon.io | Latest crypto trends & news,,en,[],['https://ambcrypto.com/with-the-domination-of-13-whales-is-aave-a-risky-investment-right-now/'],[],0,0,2,"['btc', 'cryptonews', 'nft', 'aave']",[],https://twitter.com/thinkmoonio/status/1497703606430011393,FALSE,,0,,,,,,,,[],,,,,"With the domination of 13 whales, Is AAVE a risky investment right now #BTC #CRYPTONEWS #NFT #AAVE  https://t.co/R2l6Fatpvi",-1
4,1497701285524553730,1497701285524553730,2022-02-26 22:33:07 GMT Standard Time,2022-02-26,22:33:07,0,946431618444677120,cryptoamb,AMBCrypto,,en,[],['https://ambcrypto.com/with-the-domination-of-13-whales-is-aave-a-risky-investment-right-now/'],[],0,2,2,"['whales', 'aave']",[],https://twitter.com/CryptoAmb/status/1497701285524553730,FALSE,,0,,,,,,,,[],,,,,"With the domination of 13 #whales, Is #AAVE a risky investment right now  https://t.co/7JnFXaUB3l",-1
5,1497700453877895173,1497700453877895173,2022-02-26 22:29:48 GMT Standard Time,2022-02-26,22:29:48,0,1489309102966964224,mengxin23,Mengxin,,en,[],[],[],3,0,0,"['bitcoin', 'gold', 'cryptocurrency', 'eth', 'sol', 'babydoge', 'xrp', 'luna', 'doge', 'shib', 'atom', 'aave', 'zec']",[],https://twitter.com/Mengxin23/status/1497700453877895173,FALSE,,0,,,,,,,,[],,,,,"Do you think Russia and Ukraine are at war? Bitcoin plunges 9.89% Does ""digital gold"" have safe-haven properties？   Yes     No     👇    👇        #bitcoin.#Gold #Cryptocurrency #ETH #sol #BabyDoge #xrp #luna #doge #Shib #atom #aave #zec",-1
6,1497699562676703234,1497699562676703234,2022-02-26 22:26:16 GMT Standard Time,2022-02-26,22:26:16,0,1430378106322259976,s_y_future,S. Future,,zh,[],['http://discord.gg/w5GJFrKU'],['https://pbs.twimg.com/media/FMjkzksakAAZNb3.png'],0,5,9,"['nft', 'fodl', 'comp', 'aave', 'defi', 'bakc', 'blockchain', 'cryptocurrency']",[],https://twitter.com/S_Y_Future/status/1497699562676703234,FALSE,https://twitter.com/DefiAxon/status/1497674782510309381,1,https://pbs.twimg.com/media/FMjkzksakAAZNb3.png,,,,,,,[],,,,,#NFT #FODL 即将倒数，今日将会是哪串神秘数字串获得，请拭目以待🥁🤪  #COMP #AAVE #DeFi  #BAKC #blockchain #cryptocurrency   https://t.co/yz8EeE8BFx  https://t.co/v9Qg2kPk0x,10
7,1497698147208142852,1497698147208142852,2022-02-26 22:20:38 GMT Standard Time,2022-02-26,22:20:38,0,1307851249568550912,tradewr,TradeWR #ETH #1K,,en,[],[],[],1,0,1,"['aave', 'binance', 'trade', 'signals', 'long']",['aave'],https://twitter.com/TradeWR/status/1497698147208142852,FALSE,,0,,,,,,,,[],,,,,⚡⚡ #AAVE/USDT ⚡⚡  Signal Type:LONG Algorithm:IndiaL Entry : 137.08 Take-Profit: 137.765 Stop: 135.682  $AAVE #Binance #Trade #Signals #LONG,0
8,1497694950003134464,1497694950003134464,2022-02-26 22:07:56 GMT Standard Time,2022-02-26,22:07:56,0,1381170502778097665,2024bull,2024Bullⓥ,,en,"[{'screen_name': 'vitalikbuterin', 'name': 'vitalik.eth', 'id': '295218901'}, {'screen_name': 'stanikulechov', 'name': 'stani.eth (👻,🌿)', 'id': '952921795316912133'}]",[],[],1,0,1,"['web3', 'bitcoin', 'binance', 'ethereum', 'aave']",[],https://twitter.com/2024Bull/status/1497694950003134464,FALSE,https://twitter.com/fedorovmykhailo/status/1497642156076511233,0,,,,,,,,[],,,,,Someone working in #web3 and looking to change to world? @VitalikButerin @StaniKulechov should retweet. #bitcoin #Binance #Ethereum #aave,0
9,1497694210887090178,1497694210887090178,2022-02-26 22:05:00 GMT Standard Time,2022-02-26,22:05:00,0,1413272365690195971,defy_trends,Defy Trends,,en,[],['http://defytrends.io/sign-up'],['https://pbs.twimg.com/media/FMiCD98WUAEeQW0.jpg'],0,2,9,"['crypto', 'uniswap', 'spookyswap', 'sushiswap', 'traderjoe', 'osmosis', 'aave', 'cryptonews', 'cryptocurrency', 'blockchain']","['joe', 'sushi', 'uni', 'mkr', 'aave']",https://twitter.com/Defy_Trends/status/1497694210887090178,FALSE,,1,https://pbs.twimg.com/media/FMiCD98WUAEeQW0.jpg,,,,,,,[],,,,,There are tons of #crypto projects. Which ones are people actually paying to use?🧐  Make sure you sign up for our newsletter👇  https://t.co/unUnUGmdot  #uniswap #spookyswap #SushiSwap #TraderJoe $JOE $SUSHI $UNI #Osmosis $MKR #AAVE $AAVE #CryptoNews #cryptocurrency #blockchain  https://t.co/sPm0ys1kon,0
