,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,sentiment
0,1497720498825973763,1497704371039227906,2022-02-26 23:49:27 GMT Standard Time,2022-02-26,23:49:27,0,120212771,musakocakiren,✍musa,,tr,[],[],['https://pbs.twimg.com/media/FMj42gkWUAQNXB5.jpg'],0,0,0,['luna'],[],https://twitter.com/musakocakiren/status/1497720498825973763,False,,1,https://pbs.twimg.com/media/FMj42gkWUAQNXB5.jpg,,,,,,,"[{'screen_name': 'kriptoRayl', 'name': 'KriptoRayl', 'id': '1069264136687808517'}]",,,,,@kriptoRayl Düzelte Düzelte çıktı 79'a. Tekrar düzeltip yoluna devam eder mi tahmin edemem. Fakat şelale aşağı salacak gibi durmuyor hacim. #luna  https://t.co/JwqtJEKvB2,0
1,1497719086775681025,1497719086775681025,2022-02-26 23:43:51 GMT Standard Time,2022-02-26,23:43:51,0,1489721175131443209,luna69542482,Luna,,en,[],[],['https://pbs.twimg.com/media/FMj3kn4X0AE4rgO.jpg'],0,0,1,['luna'],[],https://twitter.com/Luna69542482/status/1497719086775681025,False,,1,https://pbs.twimg.com/media/FMj3kn4X0AE4rgO.jpg,,,,,,,[],,,,,princess ##Luna❤️‍🔥🍷🍾🎁  https://t.co/FHmYJ1XBxl,0
2,1497718766511489024,1497718766511489024,2022-02-26 23:42:34 GMT Standard Time,2022-02-26,23:42:34,0,168727987,tatatan335577,NFT.eth⚡,,ja,[],[],[],0,0,0,['luna'],[],https://twitter.com/tatatan335577/status/1497718766511489024,False,,0,,,,,,,,[],,,,,#LUNA　ショート！,0
3,1497718431528988676,1497718431528988676,2022-02-26 23:41:14 GMT Standard Time,2022-02-26,23:41:14,0,257641174,kisitli54,topal solucan,,tr,[],[],[],0,0,0,['luna'],[],https://twitter.com/kisitli54/status/1497718431528988676,False,,0,,,,,,,,[],,,,,#luna biyerden döneceği belliydi  btc düşüşüyle nasibini aldı. Bi süre daha yeni ath gelmez gibi,0
4,1497717459973029891,1497408709827481605,2022-02-26 23:37:23 GMT Standard Time,2022-02-26,23:37:23,0,1480159977365032961,rodrigo04264797,Rodrigo Veloso,,pt,[],[],[],0,0,0,['luna'],[],https://twitter.com/Rodrigo04264797/status/1497717459973029891,False,,0,,,,,,,,"[{'screen_name': 'AugustoBackes', 'name': 'Augusto Backes', 'id': '947903913675624448'}]",,,,,"@AugustoBackes Subiu recomenda, caiu mete pau #LUNA",0
5,1497717097908125698,1497717097908125698,2022-02-26 23:35:57 GMT Standard Time,2022-02-26,23:35:57,0,1491510086732292113,indikatorahmett,İndikatörahmet,,en,[],[],[],0,0,2,['luna'],[],https://twitter.com/indikatorahmett/status/1497717097908125698,False,,0,,,,,,,,[],,,,,#luna 77.54 long girdim,0
6,1497715991064764416,1497715991064764416,2022-02-26 23:31:33 GMT Standard Time,2022-02-26,23:31:33,0,3170110692,oliksanad,defi hodl @LUNA🌔,,und,[],[],[],0,0,0,['luna'],[],https://twitter.com/Oliksanad/status/1497715991064764416,False,https://twitter.com/stablekwon/status/1497711816616529922,0,,,,,,,,[],,,,,#luna 🌕,0
7,1497714118144446475,1497714118144446475,2022-02-26 23:24:06 GMT Standard Time,2022-02-26,23:24:06,0,1439637552110112775,crypto_marvel0,Yaumaris Torres,,en,[],[],['https://pbs.twimg.com/media/FMjzDMWXsAIWhXS.jpg'],0,0,2,['luna'],['luna'],https://twitter.com/Crypto_MarveL0/status/1497714118144446475,False,,1,https://pbs.twimg.com/media/FMjzDMWXsAIWhXS.jpg,,,,,,,[],,,,,$LUNA  Nearly a 40% bounce over the last two days. No retrace offered whatsoever; #LUNA certainly leading L1s  https://t.co/qH04NhyMGO,0
8,1497714096929591296,1497703608556527617,2022-02-26 23:24:01 GMT Standard Time,2022-02-26,23:24:01,0,1381261780001820691,brickastly,Brick Astly.sol◎,,und,[],[],[],1,0,0,['luna'],[],https://twitter.com/Brickastly/status/1497714096929591296,False,,0,,,,,,,,"[{'screen_name': 'pro2tect', 'name': 'Darren Fryer CEO of Pro₂tect 🏄🏼\u200d♂️', 'id': '1370264122432974849'}]",,,,,@pro2tect Lfg #luna,0
9,1497712314094551041,1497651456815599623,2022-02-26 23:16:56 GMT Standard Time,2022-02-26,23:16:56,0,1380998178200248321,projectjebiga,🅺🅰🆁🅼🅰🆂🆄🆃🆁🅰/ 🌖 🎈,,en,[],[],[],0,0,7,['luna'],['luna'],https://twitter.com/ProjectJebiga/status/1497712314094551041,False,,0,,,,,,,,"[{'screen_name': 'CryptoGamesMaxi', 'name': '🎮👾🕹', 'id': '1492599472345559041'}, {'screen_name': 'CryptoWizardd', 'name': 'THEWIZARD ( beware scammers )', 'id': '972970759416111104'}]",,,,,@CryptoGamesMaxi @CryptoWizardd Tell me you don't know anything about $luna without telling me you don't know anything about #luna,0
10,1497712241818611713,1497712241818611713,2022-02-26 23:16:39 GMT Standard Time,2022-02-26,23:16:39,0,1488831095324168194,lunamates,Luna Mates 🌕 🇦🇺,,en,[],[],[],0,0,4,['luna'],[],https://twitter.com/LunaMates/status/1497712241818611713,False,https://twitter.com/stablekwon/status/1497711816616529922,0,,,,,,,,[],,,,,#luna Leadership 🌓🚀,0
11,1497710653343252480,1497395467289829382,2022-02-26 23:10:20 GMT Standard Time,2022-02-26,23:10:20,0,1309971177872424960,tnekoli_2,🌖Kenny_Neko🌔,,en,[],[],['https://pbs.twimg.com/media/FMjv5auXoAMqixd.jpg'],0,0,0,['luna'],[],https://twitter.com/Tnekoli_2/status/1497710653343252480,False,,1,https://pbs.twimg.com/media/FMjv5auXoAMqixd.jpg,,,,,,,"[{'screen_name': 'XRPcryptowolf', 'name': 'XRPcryptowolf', 'id': '944462285573099520'}]",,,,,@XRPcryptowolf Make the switch. It’s still early. #LUNA  https://t.co/ch7Imxcuxd,0
